FHRSID,BusinessNameClean,BusinessName,FHRSIDRep,RepresentativeClass,BusinessType,PostCode,LocalAuthorityName,Address,BakeryRank,BakeryScore,StoreCount,LocationMatch,AIClass,AIReason,BatchID,Model,VerificationDateTime
756542,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,NW7 3LN,Barnet,13 The Broadway London,204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain that bakes bread fresh daily and offers a wide range of bakery products including sandwiches, savouries, and sweet treats.",20260901_164604_8,gemini-2.5-flash,2026-09-01T16:47:09
757991,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,HA8 7BD,Barnet,Broadwalk Shopping Centre  Station Road Edgware,204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain that bakes bread fresh daily and offers a wide range of bakery products including sandwiches, savouries, and sweet treats.",20260901_164604_8,gemini-2.5-flash,2026-09-01T16:47:09
801407,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,HA8 0LA,Barnet,85 Watling Avenue Edgware,204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain that bakes bread fresh daily and offers a wide range of bakery products including sandwiches, savouries, and sweet treats.",20260901_164604_8,gemini-2.5-flash,2026-09-01T16:47:09
907968,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,UB5 5BJ,Ealing,"8 Mandeville Road, Northolt",204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
976264,wenzels the bakers,Wenzels the Bakers,413163,CORE_BAKERY,Takeaway/sandwich shop,NW6 4HY,Camden,"106a Kilburn High Road, London",204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1037598,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,W7 1JH,Ealing,"317 Greenford Avenue, Hanwell",204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1059056,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,NW9 4AX,Barnet,132 Colindale Avenue London,204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1097403,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Takeaway/sandwich shop,NW6 1SD,Camden,"148 West End Lane, London",204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1109628,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,N12 9QG,Barnet,754 High Road London,204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1175625,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,NW11 8EE,Barnet,39 Golders Green Road London,204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1203017,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,N19 3TD,Islington,"Wenzels The Bakers, Basement And Ground Floor, 4 Navigator Square, London",204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1255299,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,EN5 5UR,Barnet,79 High Street Barnet,204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1262599,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,EN2 6AF,Enfield,"25 Church Street, ENFIELD",204,0.9654435776395336,26,YES,CORE_BAKERY,Fixed specialist bread bakery with customer-facing retail at the supplied location.,20260901_164604_9,gemini-2.5-flash,2026-09-01T16:47:17
1294834,wenzels the bakers,WENZELS THE BAKERS,413163,CORE_BAKERY,Retailers - other,NW5 2TJ,Camden,"345 Kentish Town Road, London",204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at 345 Kentish Town Road, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1344427,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,W5 2NP,Ealing,"35 The Broadway, Ealing",204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at 35 The Broadway, Ealing, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1358041,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,HA8 7AW,Barnet,Station Forecourt  Station Road Edgware,204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at Station Forecourt, Station Road, Edgware, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1379662,wenzels the bakers,Wenzels the Bakers,413163,CORE_BAKERY,Retailers - other,E4 8LP,Waltham Forest,"275 Chingford Mount Road, Chingford, London",204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at 275 Chingford Mount Road, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1380033,wenzels the bakers,Wenzels the Bakers,413163,CORE_BAKERY,Other catering premises,IG7 4DN,Redbridge,"159 Manford Way, Chigwell",204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at 159 Manford Way, Chigwell, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1427146,wenzels the bakers,Wenzels the Bakers,413163,CORE_BAKERY,Takeaway/sandwich shop,HA9 8PE,Brent,"231 Preston Road, Wembley",204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at 231 Preston Road, Wembley, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1453144,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,NW4 3FP,Barnet,Brent Cross Shopping Centre  Prince Charles Drive London,204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location within Brent Cross Shopping Centre, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1561601,wenzels the bakers,Wenzels The Bakers,413163,CORE_BAKERY,Retailers - other,UB6 8PX,Ealing,"263 Oldfield Lane North, Greenford",204,0.9654435776395336,26,YES,CORE_BAKERY,"Wenzel's is a bakery chain with a stable, customer-facing retail location at 263 Oldfield Lane North, Greenford, offering a wide range of freshly baked bread, pastries, cakes, and sandwiches.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
100425,rinkoffs bakery,Rinkoffs Bakery,41802,CORE_BAKERY,Retailers - other,E1 5BS,Tower Hamlets,"79 Vallance Road, London",217,0.960344880859386,2,YES,CORE_BAKERY,"Rinkoffs Bakery at 79 Vallance Road, London, operates as a deli and bakery, offering freshly filled sandwiches, pastries, cakes, and bread loaves, and is described as a long-standing bakery with a rich heritage.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1109778,egg free cake box,Egg Free Cake Box,533418,NON_BAKERY,Retailers - other,DA6 7EZ,Bexley,"153 Broadway, Bexleyheath, Kent",227,0.958167107116494,6,YES,NON_BAKERY,"Egg Free Cake Box at 153 Broadway, Bexleyheath, specializes in egg-free celebration cakes, cupcakes, and cake slices, which falls under the single-product rule for snack/dessert concepts and is not considered a CORE_BAKERY.",20260901_164604_10,gemini-2.5-flash,2026-09-01T16:47:28
1159622,egg free cake box,Egg Free Cake Box,533418,NON_BAKERY,Retailers - other,TW14 9DF,Hounslow,"13 Station Parade, Feltham",227,0.958167107116494,6,YES,NON_BAKERY,"Egg Free Cake Box specializes in egg-free celebration cakes, cupcakes, brownies, and cheesecakes, which falls under the single-product rule for snack/dessert concepts and is not considered a CORE_BAKERY.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
1205602,egg free cake box,Egg Free Cake Box,533418,NON_BAKERY,Retailers - other,TW5 9TY,Hounslow,"772 Bath Road, Hounslow",227,0.958167107116494,6,YES,NON_BAKERY,"Egg Free Cake Box at this location offers egg-free celebration cakes, cheesecakes, cupcakes, and brownies, which are single-product snack/dessert concepts and do not qualify as a CORE_BAKERY.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
1245225,egg free cake box,Egg Free Cake Box,533418,NON_BAKERY,Other catering premises,RM10 7YA,Barking and Dagenham,"201a Oxlow Lane, Dagenham",227,0.958167107116494,6,YES,NON_BAKERY,"Egg Free Cake Box in Dagenham is an egg-free cake shop for celebration cakes, cupcakes, and dessert pickups, falling under the single-product rule for snack/dessert concepts.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
1599936,egg free cake box,Egg Free Cake Box,533418,NON_BAKERY,Retailers - other,SE13 5FH,Lewisham,"Unit 2 Goldcrest House, 32-64 Lee High Road, London",227,0.958167107116494,6,YES,NON_BAKERY,"Eggfree Cake Box produces egg-free, vegetarian cream cakes for all occasions, which is a single-product snack/dessert concept and not a CORE_BAKERY.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
756585,greggs bakery,Greggs Bakery,362670,CORE_BAKERY,Retailers - other,N3 1XP,Barnet,25 Ballards Lane London,236,0.956794780468727,5,YES,BAKERY_CAFE,"Greggs is a well-known bakery chain offering a variety of baked goods like sausage rolls, steak bakes, sandwiches, and sweet treats, alongside coffee, indicating a substantial bakery provision.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
756910,greggs bakery,Greggs Bakery,362670,CORE_BAKERY,Retailers - other,N12 9QD,Barnet,720 High Road London,236,0.956794780468727,5,YES,BAKERY_CAFE,"Greggs is a bakery chain providing a range of baked goods such as sausage rolls, steak bakes, sandwiches, and sweet treats, along with coffee, demonstrating substantial bakery provision.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
757146,greggs bakery,Greggs Bakery,362670,CORE_BAKERY,Retailers - other,HA8 7AR,Barnet,190 Station Road Edgware,236,0.956794780468727,5,YES,BAKERY_CAFE,"Greggs is a bakery chain with a customer-facing retail location offering a variety of baked goods including sausage rolls, bakes, sandwiches, and sweet treats.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
757210,greggs bakery,Greggs Bakery,362670,CORE_BAKERY,Retailers - other,NW7 3LH,Barnet,44 The Broadway London,236,0.956794780468727,5,YES,BAKERY_CAFE,"Greggs is a bakery chain that operates from a stable, customer-facing retail location and offers a substantial range of bakery products like sausage rolls, steak bakes, sandwiches, and sweet treats.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
1829821,crumbs bakery,Crumbs Bakery,329428,CORE_BAKERY,Retailers - other,E17 9AA,Waltham Forest,"368 Hoe Street, Walthamstow, London",253,0.9527833574721766,3,YES,CORE_BAKERY,"Crumbs Bakery specializes in sourdough bread, fresh pastries, and coffee, with a clear emphasis on traditional baking methods and handmade products, indicating a bakery-led identity.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
1878160,crumbs bakery,Crumbs Bakery,329428,CORE_BAKERY,Takeaway/sandwich shop,E10 6RE,Waltham Forest,"Arch 135 Tilbury Road, Leyton, London",253,0.9527833574721766,3,YES,CORE_BAKERY,"Crumbs Bakery at this location focuses on handmade sourdough bread, fresh pastries, and coffee, with evidence of wholesale bread production, confirming its principal identity as bakery-led.",20260901_164604_11,gemini-2.5-flash,2026-09-01T16:47:38
1668886,cake shop,Cake Shop,1241900,NON_BAKERY,Retailers - other,HA1 2TY,Harrow,"67 Station Road, Harrow",262,0.9501206253854771,2,YES,CORE_BAKERY,Specialises in eggless cakes and baked goods with a customer-facing retail location.,20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1802150,egg free cakebox,Egg Free Cakebox,490076,NON_BAKERY,Other catering premises,SE9 ,Greenwich,,263,0.9496374377976092,2,UNCLEAR,UNCLEAR,"The provided address and postcode for Egg Free Cakebox are incomplete, making it difficult to identify the specific establishment.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1363571,wenzel s the bakers,Wenzel's the Bakers,1278088,CORE_BAKERY,Retailers - other,RM11 1TX,Havering,"119 High Street, Hornchurch",264,0.949315255843795,4,YES,CORE_BAKERY,"Wenzel's the Bakers is a bakery chain with a strong emphasis on freshly baked bread, pastries, and cakes at this retail location.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1564254,wenzel s the bakers,Wenzel’s the Bakers,1278088,CORE_BAKERY,Takeaway/sandwich shop,IG1 1DS,Redbridge,"98 High Road, Ilford",264,0.949315255843795,4,YES,CORE_BAKERY,"Wenzel's the Bakers is a bakery chain with a strong emphasis on freshly baked bread, pastries, and cakes at this retail location.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1603008,wenzel s the bakers,Wenzel's the Bakers,1278088,CORE_BAKERY,Retailers - other,UB8 1JZ,Hillingdon,"164 High Street, Uxbridge",264,0.949315255843795,4,YES,CORE_BAKERY,"Wenzel's the Bakers is a bakery chain with a strong emphasis on freshly baked bread, pastries, and cakes at this retail location.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1928165,cake co,Cake Co,1852552,NON_BAKERY,Other catering premises,UB8 1LA,Hillingdon,"183 High Street, Uxbridge",295,0.9412043232327116,2,YES,NON_BAKERY,"Cake Co is a dessert spot specializing in fresh cream cakes, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1955601,sara s cakes and bakes,Sara's Cakes And Bakes,1341316,NON_BAKERY,Other catering premises,CR0 ,Croydon,,298,0.9409224674658052,2,YES,NON_BAKERY,"Sara's Cakes And Bakes is an online/delivery-only business specializing in custom cakes and cupcakes, with no evidence of a stable customer-facing retail location.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1574487,the cavan bakery ltd,The Cavan Bakery Ltd,1574468,CORE_BAKERY,Retailers - other,TW11 8QY,Richmond-Upon-Thames,"42 Broad Street, Teddington, Richmond Upon Thames",307,0.9376510692640714,4,YES,CORE_BAKERY,"The Cavan Bakery is a long-established bakery with a retail shop offering a range of artisan breads, cakes, pastries, and sandwiches.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1574569,the cavan bakery ltd,The Cavan Bakery Ltd,1574468,CORE_BAKERY,Retailers - other,SW14 8AB,Richmond-Upon-Thames,"51 Sheen Lane, East Sheen, Richmond Upon Thames",307,0.9376510692640714,4,YES,CORE_BAKERY,"The Cavan Bakery is a long-established bakery with a retail shop offering a range of artisan breads, cakes, pastries, and sandwiches.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
1574762,the cavan bakery ltd,The Cavan Bakery Ltd,1574468,CORE_BAKERY,Manufacturers/packers,TW12 1PD,Richmond-Upon-Thames,"12 High Street, Hampton Hill, Richmond Upon Thames",307,0.9376510692640714,4,YES,NON_BAKERY,"The Cavan Bakery Ltd at this address is listed as a ""Manufacturers/packers"" and there is no evidence of a customer-facing retail operation at this specific location.",20260901_164604_12,gemini-2.5-flash,2026-09-01T16:47:45
951994,euphorium bakery,Euphorium Bakery,425732,BAKERY_CAFE,Restaurant/Cafe/Canteen,N1 1RQ,Islington,"Euphorium Bakery, Basement And Ground Floors, 201-202 Upper Street, London",317,0.9340349314181636,2,YES,BAKERY_CAFE,"Euphorium Bakery at 201-202 Upper Street is described as an artisanal bakery offering a delightful array of freshly baked goods, from breads to pastries, and also serves brunch items, sandwiches, and coffee in a cafe setting.",20260901_164604_13,gemini-2.5-flash,2026-09-01T16:47:55
519909,the village bakery,The Village Bakery,514600,BAKERY_CAFE,Retailers - other,UB9 6BU,Hillingdon,"12a High Street, Harefield",319,0.9336496203823632,2,YES,CORE_BAKERY,"The Village Bakery at 12a High Street, Harefield, is an independent bakery known for a wide selection of breads, cakes, and hot savouries, with a focus on quality bread and fresh ingredients.",20260901_164604_13,gemini-2.5-flash,2026-09-01T16:47:55
