CleanBusinessName,BakeryLabel,DisplayName,LocationCount,SourceCategories
briar,1,Briar,1,shop=bakery
brick lane bagel,1,Brick Lane Bagel,1,shop=bakery
bridge bakery,1,Bridge Bakery,1,shop=bakery
bridgnorth bakes,1,Bridgnorth Bakes,1,shop=bakery
bridlie butties,1,Bridlie Butties,1,shop=bakery
brigit s bakery,1,Brigit's Bakery,1,shop=bakery
bristol l eclair,1,Bristol l'eclair,1,shop=bakery
brixton cake shop,1,Brixton Cake Shop,1,shop=bakery
brizzle born and bread,1,Brizzle Born & Bread,1,shop=bakery
broad oak bakery and bangers,1,Broad Oak Bakery & Bangers,1,shop=bakery
broadway bagel bakery,1,Broadway Bagel Bakery,1,shop=bakery
broadway bakery,1,Broadway Bakery,1,shop=bakery
broadway pantry,1,Broadway Pantry,1,shop=bakery
brookmans bakery,1,Brookmans Bakery,1,shop=bakery
brotherdough,1,Brotherdough,1,shop=bakery
brothers bakery,1,Brothers Bakery,1,shop=bakery
broughton bakehouse,1,Broughton Bakehouse,1,shop=bakery
broughton bakery,1,Broughton Bakery,1,shop=bakery
broughton village bakery,1,Broughton Village Bakery,1,shop=bakery
brownbread bakery,1,Brownbread bakery,1,shop=bakery
brownie points,1,Brownie Points,1,shop=bakery
brunos bakery,1,Brunos Bakery,1,shop=bakery
brus bakers,1,Brus Bakers,1,shop=bakery
bryson s,1,Bryson's,1,shop=bakery
bryson s bakery,1,Bryson's Bakery,1,shop=bakery
bryson s bakery of grange,1,Bryson's Bakery of Grange,1,shop=bakery
brysons coffee shop,1,Brysons Coffee Shop,1,shop=bakery
brysons craft bakery,1,Brysons Craft Bakery,1,shop=bakery
burbidge s,1,Burbidge's,1,shop=bakery
burbush s of penrith,1,Burbush's Of Penrith,1,shop=bakery
burneside bakery,1,Burneside Bakery,1,shop=bakery
burnham bakery,1,Burnham Bakery,1,shop=bakery
burt s bakery,1,Burt's Bakery,1,shop=bakery
bury cakes and pies,1,Bury Cakes and Pies,1,shop=bakery
bush,1,Bush,1,shop=bakery
butler s bakery,1,Butler's Bakery,1,shop=bakery
butter and cream cakes,1,Butter and Cream Cakes,1,shop=bakery
butterfields bakery,1,Butterfields Bakery,1,shop=bakery
butterflies cake supplies,1,Butterflies Cake Supplies,1,shop=bakery
buzzy bee,1,Buzzy Bee,1,shop=bakery
bāyit,1,Bāyit,1,shop=bakery
c and g cakes,1,C & G Cakes,1,shop=bakery
c and j s bakery,1,C & J’s Bakery,1,shop=bakery
c e ayre,1,C. E. Ayre,1,shop=bakery
c loveday and son bakery,1,C.Loveday & Son Bakery,1,shop=bakery
cafe nort,1,Cafe Nort,1,shop=bakery
cake addicts bakery,1,Cake Addicts Bakery,1,shop=bakery
cake away,1,Cake Away,1,shop=bakery
cake break,1,Cake Break,1,shop=bakery
cake create,1,Cake Create,1,shop=bakery
cake creations,1,Cake Creations,1,shop=bakery
cake designs by jackie brown,1,Cake Designs by Jackie Brown,1,shop=bakery
cake or death,1,Cake or Death,1,shop=bakery
cake owls,1,Cake Owls,1,shop=bakery
cake shop,1,Cake Shop,1,shop=bakery
cake show,1,Cake Show,1,shop=bakery
cake workshop,1,Cake Workshop,1,shop=bakery
cake zone,1,Cake Zone,1,shop=bakery
cakeberry bakery,1,Cakeberry Bakery,1,shop=bakery
cakeco,1,CakeCo,1,shop=bakery
cakeland,1,Cakeland,1,shop=bakery
cakeoholix,1,Cakeoholix,1,shop=bakery
cakes and bakea,1,Cakes and bakea,1,shop=bakery
cakes and layers,1,Cakes & Layers,1,shop=bakery
cakes and tarts,1,Cakes & Tarts,1,shop=bakery
cakes by trudi,1,Cakes By Trudi,1,shop=bakery
cakes choice,1,Cakes Choice,1,shop=bakery
cakes on the corner,1,Cakes On The Corner,1,shop=bakery
cakes to please,1,Cakes To Please,1,shop=bakery
cakesmiths,1,Cakesmiths,1,shop=bakery
canatrice bakers,1,Canatrice Bakers,1,shop=bakery
canatrice bakery,1,Canatrice Bakery,1,shop=bakery
canterbury bakery,1,Canterbury Bakery,1,shop=bakery
cape bakery,1,Cape Bakery,1,shop=bakery
capel bakery,1,Capel Bakery,1,shop=bakery
caremelli bagel backery,1,Caremelli Bagel Backery,1,shop=bakery
carmine italian bakery,1,Carmine Italian Bakery,1,shop=bakery
caroline s celebration cakes,1,Caroline's Celebration Cakes,1,shop=bakery
carr s,1,Carr's,1,shop=bakery
carters bakery roys,1,Carters Bakery / Roys,1,shop=bakery
cartmel bakery,1,Cartmel Bakery,1,shop=bakery
cat lane bakery,1,Cat Lane Bakery,1,shop=bakery
catherines,1,Catherines,1,shop=bakery
catherines bakery,1,Catherines Bakery,1,shop=bakery
catley s,1,Catley's,1,shop=bakery
cavendish bakery,1,Cavendish Bakery,1,shop=bakery
caz s bakery,1,Caz's Bakery,1,shop=bakery
celebration cakes,1,Celebration Cakes,1,shop=bakery
central bakery,1,Central Bakery,1,shop=bakery
chacewater bakery,1,Chacewater Bakery,1,shop=bakery
chalk hills,1,Chalk Hills,1,shop=bakery
charles artisan bread cafe,1,Charles Artisan Bread Cafe,1,shop=bakery
charlie bakes,1,Charlie Bakes,1,shop=bakery
charlies cakery,1,Charlies Cakery,1,shop=bakery
charminster bakehouse,1,Charminster Bakehouse,1,shop=bakery
charmouth bakery,1,Charmouth Bakery,1,shop=bakery
chashni,1,Chashni,1,shop=bakery
chatterton and sons,1,Chatterton & Sons,1,shop=bakery
chattertons,1,Chattertons,1,shop=bakery
cheran s bakery,1,Cheran's Bakery,1,shop=bakery
chestnut bakery,1,Chestnut Bakery,1,shop=bakery
chestut bakery,1,Chestut Bakery,1,shop=bakery
cheviot farm bakery,1,Cheviot Farm Bakery,1,shop=bakery
chez maitre,1,Chez Maitre,1,shop=bakery
childs family bakery,1,Childs Family Bakery,1,shop=bakery
chillie s bakery,1,Chillie's Bakery,1,shop=bakery
chirico bakery,1,Chirico Bakery,1,shop=bakery
chough bakery,1,Chough Bakery,1,shop=bakery
choux bakery,1,Choux Bakery,1,shop=bakery
christophers bakery and delicatessen,1,Christophers bakery and delicatessen,1,shop=bakery
chulmleigh bakery,1,Chulmleigh Bakery,1,shop=bakery
church view bakery,1,Church View Bakery,1,shop=bakery
cinnamon bakery,1,Cinnamon Bakery,1,shop=bakery
cissy greens bakery,1,Cissy Greens Bakery,1,shop=bakery
clair s,1,Clair's,1,shop=bakery
claire and audrey s,1,Claire & Audrey's,1,shop=bakery
claphams,1,Claphams,1,shop=bakery
clarke s bakery,1,Clarke's Bakery,1,shop=bakery
clarks pies,1,Clarks Pies,1,shop=bakery
clwyd bakeries,1,Clwyd Bakeries,1,shop=bakery
cob on,1,Cob On,1,shop=bakery
coburn and baker,1,Coburn & Baker,1,shop=bakery
coco bakery,1,Coco Bakery,1,shop=bakery
coffee and cake co,1,Coffee & Cake Co,1,shop=bakery
coffee bakery and more,1,Coffee Bakery & More,1,shop=bakery
coffee kitchen bakery,1,Coffee Kitchen Bakery,1,shop=bakery
collinson s bakery,1,Collinson's Bakery,1,shop=bakery
colombian pastery,1,Colombian pastery,1,shop=bakery
communibakes,1,Communibakes,1,shop=bakery
companio,1,Companio,1,shop=bakery
companio bakery,1,Companio Bakery,1,shop=bakery
companions real bread,1,Companions Real Bread,1,shop=bakery
comptoir bakery,1,Comptoir Bakery,1,shop=bakery
comptoir gourmand,1,Comptoir Gourmand,1,shop=bakery
cook bake decorate karishmatic kreations,1,"Cook, Bake, Decorate / Karishmatic Kreations",1,shop=bakery
cook s bakery,1,Cook's Bakery,1,shop=bakery
cooplands baker,1,Cooplands Baker,1,shop=bakery
copains,1,Copains,1,shop=bakery
copland family bakers,1,Copland Family Bakers,1,shop=bakery
corfe castle village bakery,1,Corfe Castle Village Bakery,1,shop=bakery
corner 19,1,Corner 19,1,shop=bakery
cornfield bakery,1,Cornfield Bakery,1,shop=bakery
cornish pantry,1,Cornish Pantry,1,shop=bakery
cornish pasty,1,Cornish Pasty,1,shop=bakery
cornucupia,1,Cornucupia,1,shop=bakery
cornwell s celebration cakes,1,Cornwell's Celebration Cakes,1,shop=bakery
cosgriff and sons,1,Cosgriff & Sons,1,shop=bakery
costello s bakery,1,Costello's Bakery,1,shop=bakery
cottage bakery shop,1,Cottage Bakery Shop,1,shop=bakery
cottage pie,1,Cottage Pie,1,shop=bakery
cottle s,1,Cottle's,1,shop=bakery
coughlands bakery,1,Coughlands Bakery,1,shop=bakery
coughlans bakery epsom,1,Coughlans Bakery Epsom,1,shop=bakery
country bakery,1,Country Bakery,1,shop=bakery
country cottage bakery,1,Country Cottage Bakery,1,shop=bakery
country farm cakes,1,Country Farm Cakes,1,shop=bakery
country oven,1,Country Oven,1,shop=bakery
cowburn s family bakery,1,Cowburn's Family Bakery,1,shop=bakery
coyan bakery,1,Coyan Bakery,1,shop=bakery
cozy cuppas snack bar,1,Cozy Cuppas Snack Bar,1,shop=bakery
crack cookies,1,Crack Cookies,1,shop=bakery
craft bakery,1,Craft Bakery,1,shop=bakery
crafty cakes,1,Crafty Cakes,1,shop=bakery
cranbrook bakery,1,Cranbrook Bakery,1,shop=bakery
crazy baker,1,Crazy Baker,1,shop=bakery
cream me up scotty,1,Cream Me Up Scotty,1,shop=bakery
create a cake and celebrate,1,Create a Cake & Celebrate,1,shop=bakery
creedy kitchen,1,Creedy Kitchen,1,shop=bakery
crispies bakes,1,Crispies Bakes,1,shop=bakery
croft bakery,1,Croft Bakery,1,shop=bakery
croft house,1,Croft House,1,shop=bakery
crofts bakery,1,Crofts Bakery,1,shop=bakery
croissant d or,1,Croissant D'Or,1,shop=bakery
cronton lane bakery,1,Cronton Lane Bakery,1,shop=bakery
croquembouche,1,Croquembouche,1,shop=bakery
crown bakery,1,Crown Bakery,1,shop=bakery
crumble and co,1,Crumble and Co,1,shop=bakery
crumbs bakery,1,Crumbs Bakery,1,shop=bakery
crumms bakery,1,Crumms Bakery,1,shop=bakery
crumpets too,1,Crumpets Too,1,shop=bakery
crust and crumb,1,Crust and Crumb,1,shop=bakery
crustum,1,Crustum,1,shop=bakery
crusty bread,1,Crusty Bread,1,shop=bakery
crusty cob,1,Crusty Cob,1,shop=bakery
crusty cob shop,1,Crusty Cob Shop,1,shop=bakery
crusty cottage bakery,1,Crusty Cottage Bakery,1,shop=bakery
crusty loaf,1,Crusty Loaf,1,shop=bakery
crystal s cupcakes,1,Crystal's Cupcakes,1,shop=bakery
crystal s shine on bakery,1,Crystal's Shine on Bakery,1,shop=bakery
culture bakery,1,Culture Bakery,1,shop=bakery
cumbrian baker takeaway,1,Cumbrian Baker Takeaway,1,shop=bakery
cup cakes,1,Cup Cakes,1,shop=bakery
cuppies n cream,1,Cuppies 'n' Cream,1,shop=bakery
curious,1,Curious,1,shop=bakery
curious brownie,1,Curious Brownie,1,shop=bakery
curtis bakers,1,Curtis Bakers,1,shop=bakery
cut above cake co,1,Cut Above Cake Co.,1,shop=bakery
cynthia s,1,Cynthia's,1,shop=bakery
cyrnel bakery,1,Cyrnel Bakery,1,shop=bakery
cédric grolet at the berkeley,1,Cédric Grolet at The Berkeley,1,shop=bakery
d bakery,1,D Bakery,1,shop=bakery
d e turneys bakery,1,D.E. Turneys Bakery,1,shop=bakery
d r adams bakery,1,D.R. Adams Bakery,1,shop=bakery
daamn good bakes,1,Daamn Good Bakes,1,shop=bakery
dalston bakery,1,Dalston Bakery,1,shop=bakery
dalton bakery,1,Dalton Bakery,1,shop=bakery
damascene bakery,1,Damascene Bakery,1,shop=bakery
darvells,1,Darvells,1,shop=bakery
darvells bakery,1,Darvells Bakery,1,shop=bakery
dave s daily bread,1,Dave's Daily Bread,1,shop=bakery
dave the baker,1,Dave the Baker,1,shop=bakery
david r hyam,1,David R Hyam,1,shop=bakery
davies family bakery,1,Davies family bakery,1,shop=bakery
davis s fresh bake,1,Davis's Fresh Bake,1,shop=bakery
davison s bakery,1,Davison's Bakery,1,shop=bakery
dawnie s bakery,1,Dawnie's Bakery,1,shop=bakery
dawson s,1,Dawson's,1,shop=bakery
dawson s pies,1,Dawson's Pies,1,shop=bakery
days farm shop and bakery,1,Days Farm Shop & Bakery,1,shop=bakery
deane village bakery,1,Deane Village Bakery,1,shop=bakery
dear delicious,1,Dear Delicious,1,shop=bakery
deb s,1,Deb's,1,shop=bakery
debbies,1,Debbies,1,shop=bakery
dee light bakery,1,Dee Light Bakery,1,shop=bakery
dee s,1,Dee's,1,shop=bakery
deen s bakery,1,Deen's Bakery,1,shop=bakery
deepika sweet centre,1,Deepika Sweet Centre,1,shop=bakery
deja vu bakery,1,Deja Vu Bakery,1,shop=bakery
delena s on the corner,1,Delena's on the corner,1,shop=bakery
deli fuego cake,1,Deli Fuego Cake,1,shop=bakery
delicious artisan bakery,1,Delicious Artisan Bakery,1,shop=bakery
delta bakery,1,Delta Bakery,1,shop=bakery
denelas bread and cakes,1,Denelas Bread And Cakes,1,shop=bakery
dents bakery,1,Dents Bakery,1,shop=bakery
denzel s,1,Denzel's,1,shop=bakery
deocraft cakes,1,Deocraft Cakes,1,shop=bakery
depot bakery,1,Depot Bakery,1,shop=bakery
derek myers and sons,1,Derek Myers & Sons,1,shop=bakery
didicakes,1,Didicakes,1,shop=bakery
ditch,1,Ditch,1,shop=bakery
docker bakery,1,Docker Bakery,1,shop=bakery
doggie bakery,1,Doggie Bakery,1,shop=bakery
dolly donuts,1,Dolly Donuts,1,shop=bakery
don d william,1,Don d' William,1,shop=bakery
don millers,1,Don Millers,1,shop=bakery
don millers bakery,1,Don Millers Bakery,1,shop=bakery
donovan s bakehouse,1,Donovan's Bakehouse,1,shop=bakery
donutology,1,Donutology,1,shop=bakery
doorstep bakery,1,Doorstep Bakery,1,shop=bakery
dorringtons ltd,1,Dorringtons Ltd.,1,shop=bakery
dorset cake company,1,Dorset Cake Company,1,shop=bakery
dotbagels,1,dotbagels,1,shop=bakery
dough and dolci,1,Dough & Dolci,1,shop=bakery
dough and so bakery,1,Dough & So Bakery,1,shop=bakery
dough bakehouse,1,Dough Bakehouse,1,shop=bakery
dough my god,1,Dough My God,1,shop=bakery
dough taunton,1,Dough Taunton,1,shop=bakery
doughter,1,Doughter,1,shop=bakery
down s bakery,1,Down's Bakery,1,shop=bakery
dozen artisan bakery,1,Dozen Artisan Bakery,1,shop=bakery
dreamworld cakes patisserie,1,Dreamworld Cakes Patisserie,1,shop=bakery
duck bakery,1,Duck Bakery,1,shop=bakery
dudley s bakery,1,Dudley's Bakery,1,shop=bakery
dugan s patisserie,1,Dugan's Patisserie,1,shop=bakery
dulwich bakery,1,Dulwich Bakery,1,shop=bakery
dumdum donuts,1,Dumdum Donuts,1,shop=bakery
dumouchel patisserie,1,Dumouchel Patisserie,1,shop=bakery
dunhams,1,Dunhams,1,shop=bakery
dunn s,1,Dunn's,1,shop=bakery
duston village bakery,1,Duston Village Bakery,1,shop=bakery
dutch bakery,1,Dutch Bakery,1,shop=bakery
dutson bakery,1,Dutson Bakery,1,shop=bakery
dutson s bakery and cafe,1,Dutson's Bakery and Cafe,1,shop=bakery
e bakery,1,E Bakery,1,shop=bakery
e j gilchrist,1,E J Gilchrist,1,shop=bakery
e5 bakehouse,1,E5 Bakehouse,1,shop=bakery
east and west bakery,1,East and West Bakery,1,shop=bakery
east bristol bakery,1,East Bristol bakery,1,shop=bakery
east sheen microbakery,1,East Sheen Microbakery,1,shop=bakery
easters bakery,1,Easters Bakery,1,shop=bakery
eclipse bakery,1,Eclipse Bakery,1,shop=bakery
ed baker,1,Ed Baker,1,shop=bakery
edami,1,Edami,1,shop=bakery
edible by aggy,1,Edible by Aggy,1,shop=bakery
edinburgh bakery,1,Edinburgh Bakery,1,shop=bakery
edward st bakery,1,Edward -St- Bakery,1,shop=bakery
edward street bakery,1,Edward Street Bakery,1,shop=bakery
egg box,1,Egg Box,1,shop=bakery
egg free cake box,1,Egg Free Cake Box,1,shop=bakery
ek bakery,1,EK Bakery,1,shop=bakery
el gran sazón latino,1,El Gran Sazón Latino,1,shop=bakery
ela cafe and bakery,1,ELA Cafe & Bakery,1,shop=bakery
electric bakery,1,Electric Bakery,1,shop=bakery
elevens bakery,1,Elevens Bakery,1,shop=bakery
elisabeths,1,Elisabeths ,1,shop=bakery
elles bakery,1,Elles Bakery,1,shop=bakery
ellese bakes,1,Ellese Bakes,1,shop=bakery
elli s bakery,1,Elli's Bakery,1,shop=bakery
ellinikon greek bakery,1,Ellinikon Greek Bakery,1,shop=bakery
elsies bakery,1,Elsies Bakery,1,shop=bakery
emerson and wests,1,Emerson And Wests,1,shop=bakery
emma lou cakes,1,Emma Lou Cakes,1,shop=bakery
enchanted patisserie,1,Enchanted Patisserie,1,shop=bakery
enticotts bakery,1,Enticotts Bakery,1,shop=bakery
enzo s bakery,1,Enzo's Bakery,1,shop=bakery
epping sandwich bar and bakery,1,Epping Sandwich Bar & Bakery,1,shop=bakery
erensoy bakery,1,Erensoy Bakery,1,shop=bakery
erfan,1,Erfan,1,shop=bakery
erics s,1,Erics's,1,shop=bakery
ethel bakery,1,Ethel Bakery,1,shop=bakery
euphorium bakery,1,Euphorium Bakery,1,shop=bakery
euxton deli and bakery,1,Euxton Deli and Bakery,1,shop=bakery
eva,1,Eva,1,shop=bakery
evershot bakery,1,Evershot Bakery,1,shop=bakery
evershot village bakery,1,Evershot Village Bakery,1,shop=bakery
everything spice bakery,1,Everything Spice Bakery,1,shop=bakery
evie s bakehaus,1,Evie's Bakehaus,1,shop=bakery
exwick pantry,1,Exwick Pantry,1,shop=bakery
f f tees bakery,1,F. F Tees Bakery,1,shop=bakery
f m and l j stenning,1,F.M. & L.J Stenning,1,shop=bakery
fab bakery,1,FAB Bakery,1,shop=bakery
fabrique bakery,1,Fabrique Bakery,1,shop=bakery
fahy s,1,Fahy's,1,shop=bakery
family bakery,1,Family Bakery,1,shop=bakery
farmhouse bakery and cafe,1,Farmhouse Bakery & Cafe,1,shop=bakery
farmhouse pantry,1,Farmhouse Pantry,1,shop=bakery
faros bakery,1,Faros Bakery,1,shop=bakery
farro bakery,1,Farro Bakery,1,shop=bakery
fat flour artisan bakery,1,Fat Flour Artisan Bakery,1,shop=bakery
fat flour bakery,1,Fat Flour Bakery,1,shop=bakery
fazals sweet centre,1,Fazals Sweet Centre,1,shop=bakery
fidz bakery,1,Fidz Bakery,1,shop=bakery
fillers bakery,1,Fillers Bakery,1,shop=bakery
finch and garter,1,Finch & Garter,1,shop=bakery
fine crown patisserie,1,Fine Crown Patisserie,1,shop=bakery
fingal s bakery,1,Fingal's Bakery,1,shop=bakery
firat,1,Firat,1,shop=bakery
firdoys bakery,1,Firdoys Bakery,1,shop=bakery
firkin,1,Firkin,1,shop=bakery
first choice bakers,1,First Choice Bakers,1,shop=bakery
first choice bakers ltd,1,First Choice Bakers Ltd,1,shop=bakery
first national bakery,1,First National Bakery,1,shop=bakery
fitzgerald craft bakery,1,Fitzgerald Craft Bakery,1,shop=bakery
five grains,1,Five Grains,1,shop=bakery
flavia cafe and matcha bar,1,Flavia Cafe & Matcha Bar,1,shop=bakery
flavourtown bakery,1,Flavourtown Bakery,1,shop=bakery
flint owl,1,Flint Owl,1,shop=bakery
floozie cookies,1,Floozie Cookies,1,shop=bakery
flori,1,Flori,1,shop=bakery
flour and bean bakery,1,Flour and Bean Bakery,1,shop=bakery
flour to the people,1,Flour To The People,1,shop=bakery
fluffy and tasty pastry,1,Fluffy & Tasty Pastry,1,shop=bakery
fluffy s bakery ltd,1,Fluffy's Bakery Ltd,1,shop=bakery
food for thought bakery,1,Food for Thought Bakery,1,shop=bakery
foregate patisserie,1,Foregate Patisserie,1,shop=bakery
forest bakery,1,Forest bakery,1,shop=bakery
fortitude bakehouse,1,Fortitude Bakehouse,1,shop=bakery
fortune cookie co ltd,1,Fortune Cookie Co Ltd,1,shop=bakery
fotoor bakery,1,Fotoor Bakery,1,shop=bakery
francis bakery,1,Francis Bakery,1,shop=bakery
french oven,1,French Oven,1,shop=bakery
fresh 2 you bakery,1,Fresh 2 You Bakery,1,shop=bakery
fresh 4 you bakery,1,Fresh-4 you bakery,1,shop=bakery
fresh bake bagel,1,Fresh Bake Bagel,1,shop=bakery
fresh fills bakery,1,Fresh Fills Bakery,1,shop=bakery
fresh n tasty bites,1,Fresh N Tasty Bites,1,shop=bakery
fresh nan bakery,1,Fresh Nan Bakery,1,shop=bakery
freshly baked,1,Freshly Baked,1,shop=bakery
friary mill bakery,1,Friary Mill Bakery,1,shop=bakery
frizzles,1,Frizzles,1,shop=bakery
fruit cake patisserie,1,Fruit Cake Patisserie,1,shop=bakery
fruit cakes bakery,1,Fruit Cakes Bakery,1,shop=bakery
fruitcake factory studio,1,Fruitcake Factory Studio,1,shop=bakery
fudgecakes,1,Fudgecakes,1,shop=bakery
fudgie s bakehouse,1,Fudgie's Bakehouse,1,shop=bakery
fuller s bakery,1,Fuller's Bakery,1,shop=bakery
funky mama s,1,Funky Mama's,1,shop=bakery
g cotton baker and confectioner,1,G. Cotton Baker and Confectioner,1,shop=bakery
g wienholt,1,G.Wienholt,1,shop=bakery
gail s artisan bakery,1,GAIL's Artisan Bakery,1,shop=bakery
gail s bakery willesden green,1,GAIL's Bakery Willesden Green,1,shop=bakery
garage bakehouse,1,Garage Bakehouse,1,shop=bakery
gardners bakery,1,Gardners Bakery,1,shop=bakery
garlands patisserie,1,Garlands Patisserie,1,shop=bakery
gatineau,1,Gatineau,1,shop=bakery
gaunts bakery,1,Gaunts Bakery,1,shop=bakery
gaziantep sultan patisserie,1,Gaziantep Sultan Patisserie,1,shop=bakery
gc cakes,1,GC Cakes,1,shop=bakery
gear farm organic pasties,1,Gear Farm Organic Pasties,1,shop=bakery
gem s cupcake boutique,1,Gem's Cupcake Boutique,1,shop=bakery
geo café,1,Geo Café,1,shop=bakery
german bakery windsor,1,German Bakery Windsor,1,shop=bakery
gerry s bakery,1,Gerry's Bakery,1,shop=bakery
gilchrist bakery,1,Gilchrist Bakery,1,shop=bakery
gilda bakery,1,Gilda Bakery,1,shop=bakery
gina s old bakery,1,Gina's Old Bakery,1,shop=bakery
ginger and pickles bakehouse,1,Ginger and Pickles Bakehouse,1,shop=bakery
ginger bakers,1,Ginger Bakers,1,shop=bakery
ginger bread cottage,1,Ginger Bread Cottage,1,shop=bakery
glenmore,1,Glenmore,1,shop=bakery
glenmore bakery,1,Glenmore Bakery,1,shop=bakery
glenton s bakery,1,Glenton's Bakery,1,shop=bakery
glover s,1,Glover's,1,shop=bakery
glovers bakery,1,Glovers Bakery,1,shop=bakery
glutopia cake boutique,1,Glutopia Cake Boutique,1,shop=bakery
godshill bakehouse,1,Godshill Bakehouse,1,shop=bakery
godwin s bakery,1,Godwin's Bakery,1,shop=bakery
golden crust bakery,1,Golden Crust Bakery,1,shop=bakery
golden platter bakery,1,Golden Platter Bakery,1,shop=bakery
golden quality baker,1,Golden Quality Baker,1,shop=bakery
goodenough s bakery,1,Goodenough's Bakery,1,shop=bakery
goody s bakery,1,Goody's Bakery,1,shop=bakery
gooey hq,1,Gooey HQ,1,shop=bakery
gore house bakery,1,Gore House Bakery,1,shop=bakery
gosforth bakery,1,Gosforth Bakery,1,shop=bakery
got buns huns,1,Got Buns Huns,1,shop=bakery
gourmet london,1,Gourmet London,1,shop=bakery
gozde bakery,1,Gozde Bakery,1,shop=bakery
graceys bakery,1,Graceys Bakery,1,shop=bakery
grain and hearth,1,Grain & Hearth,1,shop=bakery
grandma wild s bisquits bakery,1,Grandma Wild's Bisquits Bakery,1,shop=bakery
grandmas bakery,1,Grandmas Bakery,1,shop=bakery
grange bakery,1,Grange Bakery,1,shop=bakery
grange park bakery,1,Grange Park Bakery,1,shop=bakery
granier,1,Granier,1,shop=bakery
granthams,1,Granthams,1,shop=bakery
great northumberland bread,1,Great Northumberland Bread,1,shop=bakery
greedy cow bakes,1,Greedy Cow Bakes,1,shop=bakery
greegs,1,Greegs,1,shop=bakery
greek art bakery,1,Greek Art Bakery,1,shop=bakery
greek on broadway,1,Greek on Broadway,1,shop=bakery
green delight,1,Green Delight,1,shop=bakery
green farm,1,Green Farm,1,shop=bakery
