FHRSID,BusinessName,BusinessType,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,BusinessNameClean
416553,The Betsey Trotwood,Pub/bar/nightclub,EC1R 3BL,Islington,-0.1080301,51.5233607,the betsey trotwood
416554,Hestia,Caring Premises,N5 2EA,Islington,-0.0978356,51.5500478,hestia
416557,Emperor Chinese Restaurant,Restaurant/Cafe/Canteen,N7 8LX,Islington,-0.1087976,51.5497037,emperor chinese restaurant
416565,Shell Service Station,Retailers - other,EC1V 9FR,Islington,-0.0887915,51.5252789,shell service station
416575,Kennedy's Public House,Pub/bar/nightclub,N1 1EG,Islington,-0.1173731,51.540786,kennedy s public house
416576,Golden Dragon,Takeaway/sandwich shop,N1 1BB,Islington,-0.1165382,51.5397025,golden dragon
416577,The Co-Operative Food Group,Retailers - supermarkets/hypermarkets,N1 1DT,Islington,-0.1169282,51.5415076,the co operative food group
416578,The Breakfast Club Angel,Restaurant/Cafe/Canteen,N1 8EA,Islington,-0.103765,51.5351082,the breakfast club angel
416580,Millers,Pub/bar/nightclub,N1 9DX,Islington,-0.121082,51.5316189,millers
416585,Doyles Tavern,Pub/bar/nightclub,N7 9DQ,Islington,-0.1178726,51.5437077,doyles tavern
416594,Caterlink @Robert Blair Primary Sch,School/college/university,N7 9QJ,Islington,,,caterlink robert blair primary sch
416596,The Old Dairy,Pub/bar/nightclub,N4 4AP,Islington,-0.1156365,51.5706045,the old dairy
416599,Budget Supermarket,Retailers - other,N4 4AU,Islington,-0.1160283,51.5708986,budget supermarket
416600,Bowlers Community Nursery,Caring Premises,N8 9EG,Islington,-0.1238429,51.5735148,bowlers community nursery
416607,Mugen,Takeaway/sandwich shop,EC1M 6BP,Islington,-0.1041885,51.5200613,mugen
416608,The Fence,Pub/bar/nightclub,EC1M 6BP,Islington,-0.1036988,51.5200534,the fence
416609,Boots UK Ltd,Retailers - other,N7 6QA,Islington,-0.1178372,51.5571421,boots uk ltd
416619,The Florin,Pub/bar/nightclub,N19 4DQ,Islington,-0.1272179,51.5626698,the florin
416623,City of London Academy,School/college/university,N5 2EG,Islington,-0.097665,51.5496403,city of london academy
416626,Admiral Casino,Retailers - other,N7 6AJ,Islington,-0.1053116,51.5640943,admiral casino
416627,KFC,Takeaway/sandwich shop,N7 6AG,Islington,-0.1184292,51.5581768,kfc
416629,The Harlequin Public House,Pub/bar/nightclub,EC1R 1UY,Islington,-0.1062164,51.5298961,the harlequin public house
416630,The Old Fountain Public House,Pub/bar/nightclub,EC1V 9NU,Islington,-0.0890221,51.5270002,the old fountain public house
416631,Caterlink @St Mark's Primary School,Other catering premises,N19 4JF,Islington,-0.1201366,51.5640044,caterlink st mark s primary school
416637,New Park Day Centre,Caring Premises,N5 2EN,Islington,-0.0960525,51.5502616,new park day centre
416638,The Highbury Barn Tavern,Pub/bar/nightclub,N5 2AB,Islington,-0.097982,51.5538,the highbury barn tavern
416639,Artillery Arms Public House,Pub/bar/nightclub,EC1Y 8ND,Islington,-0.090139,51.5233944,artillery arms public house
416643,Thornhill Arms Public House,Pub/bar/nightclub,N1 9RD,Islington,-0.1169891,51.5343681,thornhill arms public house
416645,The Corner Bar / Charlie's Cantina,Pub/bar/nightclub,EC1V 8AP,Islington,-0.0969858,51.5272108,the corner bar charlie s cantina
416652,Gallo Nero,Retailers - other,N1 4QT,Islington,-0.0876321,51.5481191,gallo nero
416653,The Alma Public House,Pub/bar/nightclub,N1 4QU,Islington,-0.087823,51.548383,the alma public house
416656,The Drayton Park Public House,Pub/bar/nightclub,N5 1ND,Islington,-0.104719,51.5534416,the drayton park public house
416659,Jasmine News,Retailers - other,EC1M 6BH,Islington,-0.1022916,51.5199227,jasmine news
416668,Amici Coffee Deli,Restaurant/Cafe/Canteen,N5 1RD,Islington,-0.1035061,51.5465337,amici coffee deli
416669,Army & Navy Public House,Pub/bar/nightclub,N16 8NN,Islington,-0.0798506,51.5517237,army and navy public house
416679,The Horatia,Restaurant/Cafe/Canteen,N7 8JE,Islington,-0.1086517,51.5499042,the horatia
416680,The Hope workers Cafe,Restaurant/Cafe/Canteen,,Islington,-0.1069554,51.5482171,the hope workers cafe
416687,Caterlink @St Andrew's Primary Sch,School/college/university,N1 0LB,Islington,,,caterlink st andrew s primary sch
416693,Chapel Bar,Pub/bar/nightclub,N1 9PX,Islington,-0.1116507,51.5327085,chapel bar
416702,El Comandante Public House,Pub/bar/nightclub,N7 6ET,Islington,-0.1125978,51.5554662,el comandante public house
416704,Sadlers News,Retailers - other,EC1R 4SD,Islington,-0.1103169,51.5259245,sadlers news
416705,Wilmington Arms,Pub/bar/nightclub,EC1R 4RL,Islington,-0.1100653,51.5260823,wilmington arms
416707,Kashmiri Butchers,Retailers - other,N4 3EG,Islington,-0.1099718,51.5680135,kashmiri butchers
416709,Park Tavern Public House,Pub/bar/nightclub,N4 3AD,Islington,-0.1111553,51.5680056,park tavern public house
416710,Golden Fish Bar,Takeaway/sandwich shop,N5 1LN,Islington,-0.1027092,51.5594521,golden fish bar
416713,Dallas Burger Bar,Takeaway/sandwich shop,N1 1ED,Islington,-0.11706,51.5392882,dallas burger bar
416715,Centre 404,Other catering premises,N7 0SJ,Islington,-0.1219447,51.5537368,centre 404
416716,St Giles Christian Mission,Other catering premises,N7 8AZ,Islington,,,st giles christian mission
416720,Scotti's Snackbar,Restaurant/Cafe/Canteen,EC1R 0DU,Islington,-0.1056359,51.5230433,scotti s snackbar
416722,The Crown Tavern,Pub/bar/nightclub,EC1R 0EG,Islington,-0.105241,51.5231808,the crown tavern
416724,Mem & Laz Brasserie,Restaurant/Cafe/Canteen,N1 0QX,Islington,-0.1033555,51.5376735,mem and laz brasserie
416726,Waitrose,Retailers - supermarkets/hypermarkets,N1 0RW,Islington,-0.1074059,51.5338901,waitrose
416727,Camden Head Public House,Pub/bar/nightclub,N1 8DY,Islington,-0.1027912,51.535641,camden head public house
416731,The Old Queen's Head Public House,Pub/bar/nightclub,N1 8LN,Islington,-0.1002752,51.537192,the old queen s head public house
416733,Planet Organic Limited,Retailers - other,N1 8LR,Islington,-0.0994535,51.5378801,planet organic limited
416734,Earl Of Essex Public House,Pub/bar/nightclub,N1 8LE,Islington,-0.0997945,51.5338479,earl of essex public house
416736,Domino's Pizza,Takeaway/sandwich shop,N7 7NN,Islington,-0.1108779,51.5562388,domino s pizza
416737,Duncombe Primary School,School/college/university,N19 4JA,Islington,,,duncombe primary school
416741,Nibbles Sandwich Bar,Restaurant/Cafe/Canteen,N1 8JT,Islington,-0.0985325,51.534376,nibbles sandwich bar
416743,Tufnell Park Tavern,Pub/bar/nightclub,N7 0EE,Islington,-0.1323618,51.5575541,tufnell park tavern
416744,GEC @The Business Design Centre,Restaurant/Cafe/Canteen,N1 0QH,Islington,-0.10532,51.5355111,gec the business design centre
416746,Hilton London Islington,Hotel/bed & breakfast/guest house,N1 0UY,Islington,-0.1046965,51.5359416,hilton london islington
416747,Tenshi,Restaurant/Cafe/Canteen,N1 0NY,Islington,-0.1041438,51.5357079,tenshi
416748,Whittington Park Community Assoc,Other catering premises,N19 4RS,Islington,-0.1294042,51.5610771,whittington park community assoc
416751,The Windmill Public House,Pub/bar/nightclub,EC2A 4DE,Islington,-0.0864705,51.5232176,the windmill public house
416754,The Tiffin Tin,Takeaway/sandwich shop,N19 5LB,Islington,-0.1373333,51.5608704,the tiffin tin
416755,Duchess Of Kent,Pub/bar/nightclub,N7 8PR,Islington,,,duchess of kent
416756,Newington Green Primary School,School/college/university,N16 8NP,Islington,-0.0832057,51.5515179,newington green primary school
416757,The Factory Nursery,Caring Premises,N16 8NP,Islington,-0.0836359,51.5519206,the factory nursery
416758,The Narrow Boat Public House,Pub/bar/nightclub,N1 8PZ,Islington,-0.0969305,51.5330281,the narrow boat public house
416759,Alwyne Castle Public House,Pub/bar/nightclub,N1 2LY,Islington,-0.0985723,51.5465616,alwyne castle public house
416772,St Gabriel Parish Outreach Project,Caring Premises,N19 3EE,Islington,-0.1313689,51.5648852,st gabriel parish outreach project
416773,Island Queen,Pub/bar/nightclub,N1 8HD,Islington,-0.0984367,51.5332144,island queen
416774,Kiran News,Retailers - other,N7 0QA,Islington,-0.1207212,51.5578718,kiran news
416777,Caterlink @St Luke's Primary School,School/college/university,EC1V 3SJ,Islington,-0.091939,51.5265442,caterlink st luke s primary school
416778,Afghan Kitchen,Restaurant/Cafe/Canteen,N1 8DU,Islington,-0.102988,51.5357611,afghan kitchen
416781,The Rookery,Hotel/bed & breakfast/guest house,EC1M 6DS,Islington,,,the rookery
416783,Union Tavern Public House,Pub/bar/nightclub,WC1X 9AA,Islington,-0.1133721,51.5266481,union tavern public house
416785,Enkel Arms,Pub/bar/nightclub,N7 6AA,Islington,-0.1175487,51.5585403,enkel arms
416788,Hen & Chickens Public House,Pub/bar/nightclub,N1 2NA,Islington,-0.1019279,51.5459866,hen and chickens public house
416791,Shell Service Station,Retailers - other,N1 2TZ,Islington,-0.1021593,51.5407746,shell service station
416793,La Petite Auberge,Restaurant/Cafe/Canteen,N1 2TZ,Islington,-0.1023105,51.5399138,la petite auberge
416794,Ottolenghi Ltd,Restaurant/Cafe/Canteen,N1 2TZ,Islington,-0.1022744,51.5397423,ottolenghi ltd
416801,Whittington Stone,Pub/bar/nightclub,N19 5NE,Islington,-0.1366504,51.5662821,whittington stone
416814,The Cross,Pub/bar/nightclub,N1 9RY,Islington,-0.1188784,51.533661,the cross
416819,St John Bar and Restaurant,Restaurant/Cafe/Canteen,EC1M 4AY,Islington,-0.1012305,51.5204811,st john bar and restaurant
416824,Caterlink @Winton Primary School,School/college/university,N1 9AZ,Islington,,,caterlink winton primary school
416825,Tortilla,Restaurant/Cafe/Canteen,N1 9LQ,Islington,,,tortilla
416827,York Public House,Pub/bar/nightclub,N1 8EQ,Islington,,,york public house
416828,The Weavers Arms Public House,Pub/bar/nightclub,N1 4RG,Islington,,,the weavers arms public house
416831,Villa Cafe,Restaurant/Cafe/Canteen,N7 9QQ,Islington,-0.1256512,51.5432297,villa cafe
416832,Mamma Roma,Distributors/Transporters,N7 0RN,Islington,-0.1189122,51.5566108,mamma roma
416833,Tollington Public House,Pub/bar/nightclub,N7 6DN,Islington,,,tollington public house
416837,Caterlink @Moreland Primary School,School/college/university,EC1V 8BB,Islington,,,caterlink moreland primary school
416841,Kings Head Public House,Pub/bar/nightclub,N1 1QN,Islington,-0.1028102,51.5383032,kings head public house
416843,Espress Organics,Retailers - other,N4 2DH,Islington,-0.105894,51.564645,espress organics
416844,Station Place,Retailers - other,N4 2DH,Islington,-0.1058498,51.5647726,station place
416848,K M Butchers,Retailers - other,N4 3EF,Islington,-0.1086484,51.5672188,k m butchers
416851,Luis Cafe,Restaurant/Cafe/Canteen,EC1R 4SP,Islington,-0.111347,51.5240256,luis cafe
416854,Kate Greenaway Children's Centre,Caring Premises,N1 0UH,Islington,,,kate greenaway children s centre
416856,Caterlink @New River Grn Child's Ctr,Other catering premises,N1 2SX,Islington,-0.0899495,51.5451354,caterlink new river grn child s ctr
416859,London Symphony Orchestra,Restaurant/Cafe/Canteen,EC1V 9NG,Islington,-0.0939576,51.5251562,london symphony orchestra
416864,Save Mart Supermarket,Retailers - other,N7 8XF,Islington,-0.1156133,51.5467289,save mart supermarket
416865,Rosemary Branch Public House,Pub/bar/nightclub,N1 3DT,Islington,-0.0869331,51.5376225,rosemary branch public house
416866,Hemingford Arms Public House,Pub/bar/nightclub,N1 1DF,Islington,-0.1131544,51.5430654,hemingford arms public house
416870,Britannia Public House,Pub/bar/nightclub,EC1V 3QR,Islington,-0.0945011,51.5273323,britannia public house
416872,Domino's Pizza,Takeaway/sandwich shop,N19 3PG,Islington,-0.123915,51.5612412,domino s pizza
416873,Tbilisi,Restaurant/Cafe/Canteen,N7 8LT,Islington,-0.1064814,51.5478228,tbilisi
416874,Nid Ting,Restaurant/Cafe/Canteen,N19 4BT,Islington,-0.1260282,51.5621293,nid ting
416876,Cramer Butchers,Retailers - other,N7 9LW,Islington,-0.1278877,51.5484722,cramer butchers
416878,Nisa Local,Retailers - other,N7 9LR,Islington,-0.1282968,51.5486945,nisa local
416880,Chicken Express,Takeaway/sandwich shop,N4 2HY,Islington,-0.1047578,51.5643143,chicken express
416881,Blackstock Public House,Pub/bar/nightclub,N4 2HY,Islington,-0.1044316,51.5645248,blackstock public house
416882,Tesco,Retailers - supermarkets/hypermarkets,N4 3PX,Islington,-0.1121047,51.5689001,tesco
416884,Pizzeria Papagone,Restaurant/Cafe/Canteen,N4 3PX,Islington,-0.1128998,51.5694365,pizzeria papagone
416888,Fox on the Green,Pub/bar/nightclub,N1 2XH,Islington,,,fox on the green
416890,Viet Garden,Restaurant/Cafe/Canteen,,Islington,-0.1069871,51.5391171,viet garden
416891,North Islington Children's Centre,Caring Premises,N4 3RB,Islington,-0.1133604,51.5666742,north islington children s centre
416892,"LONDON SCHOOL OF ECONOMICS HALL of RESIDENCE, Rosebery Hall",Hotel/bed & breakfast/guest house,EC1R 4TY,Islington,-0.1070774,51.5275629,london school of economics hall of residence rosebery hall
416895,Majestic Wine Warehouse,Retailers - other,N7 8JL,Islington,-0.1043614,51.5471231,majestic wine warehouse
416896,Cafe Euro,Restaurant/Cafe/Canteen,N7 6NE,Islington,-0.1134664,51.5539964,cafe euro
416898,McDonald's,Restaurant/Cafe/Canteen,N7 6NJ,Islington,-0.1137816,51.5543971,mcdonald s
416900,Lena Stores,Retailers - other,N5 2JG,Islington,-0.0866359,51.5512412,lena stores
416901,Sawadee Thai (HCA),Other catering premises,EC1V,Islington,,,sawadee thai hca
416904,Budgens,Retailers - other,N1 1RL,Islington,-0.103485,51.5435748,budgens
416906,KFC,Takeaway/sandwich shop,N1 1RU,Islington,-0.1035105,51.545041,kfc
416909,Woodbridge Chapel,Retailers - other,EC1R 0EX,Islington,-0.1041941,51.5240901,woodbridge chapel
416912,The Screen On The Green,Other catering premises,N1 0NU,Islington,-0.1037198,51.5368881,the screen on the green
416914,Express Cafe,Restaurant/Cafe/Canteen,N1 0AX,Islington,,,express cafe
416915,Little Angels Day Nursery,Caring Premises,N19 5BF,Islington,,,little angels day nursery
416917,The White Swan Public House,Pub/bar/nightclub,N1 1RU,Islington,-0.1034522,51.5457505,the white swan public house
416918,Be at One,Pub/bar/nightclub,N1 0PQ,Islington,-0.1059927,51.5338943,be at one
416919,Sainsbury's,Retailers - supermarkets/hypermarkets,N1 2XQ,Islington,-0.1029014,51.5373754,sainsbury s
416921,Starbucks,Restaurant/Cafe/Canteen,,Islington,-0.1033593,51.5202457,starbucks
416924,The Fellow,Pub/bar/nightclub,N1 9AA,Islington,-0.1223071,51.5316296,the fellow
416926,Lincoln Lounge,Pub/bar/nightclub,N1 9AB,Islington,-0.1221988,51.5332106,lincoln lounge
416927,Pizza Express,Restaurant/Cafe/Canteen,N1 0PB,Islington,-0.1037253,51.5353684,pizza express
416931,Cafe Metro,Restaurant/Cafe/Canteen,N19 5RQ,Islington,-0.1348685,51.5653995,cafe metro
416934,Moonlight Off-Licence,Retailers - other,N7 8LX,Islington,-0.1079722,51.5490878,moonlight off licence
416938,Be At One Farringdon,Pub/bar/nightclub,EC1M 6JN,Islington,-0.1004768,51.5202351,be at one farringdon
416944,Gate Grill House,Restaurant/Cafe/Canteen,EC1A 4JQ,Islington,-0.097769,51.5208746,gate grill house
416946,Big Red,Pub/bar/nightclub,N7 0RY,Islington,,,big red
416950,Holland & Barrett,Retailers - other,N1 1RL,Islington,-0.1034883,51.5434939,holland and barrett
416951,Orchard Close Home,Caring Premises,N1 3AS,Islington,-0.0920241,51.540709,orchard close home
416953,Crumbles Castle Adventure Playground,Other catering premises,N1 0BJ,Islington,,,crumbles castle adventure playground
416957,Addis Restaurant,Restaurant/Cafe/Canteen,N1 9DT,Islington,-0.1203756,51.5319673,addis restaurant
416962,Subway,Takeaway/sandwich shop,N7 6AA,Islington,-0.1175582,51.5586574,subway
416963,Cafe Fiori,Restaurant/Cafe/Canteen,,Islington,,,cafe fiori
416964,Lumpy Hill Adventure Playground,Other catering premises,,Islington,-0.0358314,51.4400505,lumpy hill adventure playground
416969,The Castle Public House,Pub/bar/nightclub,N1 9HF,Islington,-0.1090393,51.532055,the castle public house
416971,Rotherfield Junior School,School/college/university,N1 3EE,Islington,-0.0909116,51.5390362,rotherfield junior school
416974,Caterlink @St Joan of Arc Primary,School/college/university,N5 2UX,Islington,,,caterlink st joan of arc primary
416980,Team Kick Start,Caring Premises,N1 2UT,Islington,,,team kick start
416981,The Castle,Pub/bar/nightclub,EC1M 6DB,Islington,,,the castle
416982,Costa Coffee,Restaurant/Cafe/Canteen,EC1M 6BY,Islington,-0.1051832,51.5200594,costa coffee
416983,The Crown,Pub/bar/nightclub,N1 0EB,Islington,-0.1095281,51.5373056,the crown
416984,Sutton Arms,Pub/bar/nightclub,EC1V 0DN,Islington,-0.1003477,51.5233354,sutton arms
416993,King's Head Public House,Pub/bar/nightclub,N4 2DR,Islington,,,king s head public house
416994,Arsenal Wine,Retailers - other,N4 2DX,Islington,-0.0992353,51.5611134,arsenal wine
416996,Jubilee General Stores,Retailers - other,EC1V 7JY,Islington,-0.1002284,51.5262022,jubilee general stores
416999,Waitrose,Retailers - supermarkets/hypermarkets,,Islington,,,waitrose
417008,Mother Red Cap Public House,Pub/bar/nightclub,N19 5SE,Islington,-0.1330164,51.5648215,mother red cap public house
417014,The Charlotte Despard,Pub/bar/nightclub,N19 3TX,Islington,-0.1366972,51.5683151,the charlotte despard
417015,Almeida Theatre,Pub/bar/nightclub,N1 1TA,Islington,-0.103294,51.539498,almeida theatre
417019,El Rincon,Restaurant/Cafe/Canteen,N7 8HG,Islington,-0.11112,51.5514407,el rincon
417024,Mereb Food And Wine,Retailers - other,N7 6HJ,Islington,-0.1205788,51.5581753,mereb food and wine
417026,Sainsbury's,Retailers - supermarkets/hypermarkets,N19 5SS,Islington,-0.1318935,51.564408,sainsbury s
417028,Aspen@City Of London Academy,School/college/university,N1 8PQ,Islington,,,aspen city of london academy
417030,Marquess Tavern Public House,Pub/bar/nightclub,N1 2TB,Islington,-0.0953241,51.5431816,marquess tavern public house
417031,Le Peche Mignon,Restaurant/Cafe/Canteen,N5 1XH,Islington,-0.1077734,51.5500558,le peche mignon
417034,Ege Supermarket,Retailers - other,N16 9BS,Islington,-0.0869147,51.5525048,ege supermarket
417035,Prince Edward,Pub/bar/nightclub,N7 0SF,Islington,,,prince edward
417038,Ally's Wine & Groceries,Retailers - other,N1 3JP,Islington,-0.0861121,51.5393176,ally s wine and groceries
417042,Tesco,Retailers - supermarkets/hypermarkets,N1 2BD,Islington,-0.0910913,51.5433555,tesco
417044,Bagci Food Centre,Retailers - other,EC1V 8AY,Islington,-0.0972291,51.529328,bagci food centre
417045,Whitehall Wines,Retailers - other,N19 3BA,Islington,-0.1329442,51.5704586,whitehall wines
417047,Caffe Mobile,Mobile caterer,,Islington,-0.1050499,51.5336812,caffe mobile
417049,Angel Inn,Restaurant/Cafe/Canteen,EC1V 4NJ,Islington,-0.1059036,51.5315277,angel inn
417050,Pret A Manger,Takeaway/sandwich shop,EC1M 4AA,Islington,-0.101927,51.5200247,pret a manger
417054,Bank Of Friendship PH,Pub/bar/nightclub,N5 1EA,Islington,-0.09864384,51.55852657,bank of friendship ph
417062,Alda London,Retailers - other,N1 0AX,Islington,,,alda london
417068,MS City Store,Retailers - other,EC1V 7JD,Islington,-0.1019273,51.5290264,ms city store
417069,Caterlink @Thornhill Primary School,School/college/university,N1 1HX,Islington,-0.1099005,51.5408457,caterlink thornhill primary school
417075,Caterlink @St Peters & St Pauls Sch,School/college/university,EC1V 0EU,Islington,,,caterlink st peters and st pauls sch
417076,Spring Rose Cafe,Restaurant/Cafe/Canteen,N1 3JS,Islington,,,spring rose cafe
