AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason,PostCodeClean,SiteRecords,FinalBakeryProvision,AIReason,ManualDecision,ManualReason,BakeryClass
Asda,Forty Lane,Wembley,,Asda,Retailers - supermarkets/hypermarkets,7840,0,,531724,10228,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA9 9EX,2026-01-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.275833,51.564927,5.0,0.0,0.0,Asda,asda,"Asda, Forty Lane, Wembley, HA9 9EX",NEEDS_CHECK,Asda store format unclear from FHRS record,HA99EX,1,YES,"Asda Wembley Superstore has ""The BAKERY at ASDA"" listed on Uber Eats and Deliveroo, offering a range of baked goods.",,,GROCER_BAKERY
Sainsburys Superstore,High Road,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,531928,12641,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW10 2TD,2024-04-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.225643,51.546976,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Superstore, High Road, London, NW10 2TD",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW102TD,1,YES,Sainsbury's Willesden Green Superstore lists an in-store bakery.,,,GROCER_BAKERY
174-176 High Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,531969,12770,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW10 2PD,2024-05-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.235121,51.547677,0.0,0.0,0.0,Sainsbury's,sainsbury's,"174-176 High Road, London, NW10 2PD",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW102PD,1,YES,"Sainsbury's Local at 174-176 High Road, NW10 2PD lists a bakery counter.",,,GROCER_BAKERY
377 Kilburn High Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,532173,14532,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW6 7QE,2024-05-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.203207,51.546114,5.0,5.0,0.0,Sainsbury's,sainsbury's,"377 Kilburn High Road, London, NW6 7QE",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW67QE,1,YES,"Sainsbury's at 377 Kilburn High Road, London, NW6 7QE has a ""Bakery"" listed under its Food to Go services on its official store locator page.",,,GROCER_BAKERY
Lidl,Blackbird Hill,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,532376,1816,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW9 8SD,2023-10-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.262658,51.564229,0.0,0.0,0.0,Lidl,lidl,"Lidl, Blackbird Hill, London, NW9 8SD",AUTO_INCLUDE,Lidl supermarket with established bakery provision,NW98SD,1,YES,Lidl's official store locator and local directories confirm an in-store bakery.,,,GROCER_BAKERY
1 Nash Way,Harrow,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,532412,18620,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA3 0JA,2025-07-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.315229,51.581506,5.0,5.0,5.0,Sainsbury's,sainsbury's,"1 Nash Way, Harrow, HA3 0JA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,HA30JA,1,YES,"Sainsbury's at 1 Nash Way, Harrow, HA3 0JA, is a superstore with an in-store bakery.",,,GROCER_BAKERY
Sainsburys Supermarket,105-109 Salusbury Road,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,532567,21920,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW6 6RG,2024-04-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.20704,51.538133,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Supermarket, 105-109 Salusbury Road, London, NW6 6RG",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW66RG,1,YES,"Sainsbury's Local at 105-109 Salusbury Road, London, NW6 6RG, explicitly lists ""Bakery"" under its Food to Go services on its official store locator page.",,,GROCER_BAKERY
1-2 Harlesden Plaza,Tavistock Road,London,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,532638,23437,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW10 4NG,2024-05-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.247526,51.5365432,0.0,0.0,0.0,Tesco,tesco,"1-2 Harlesden Plaza, Tavistock Road, London, NW10 4NG",NEEDS_CHECK,Tesco store format unclear from FHRS record,NW104NG,1,YES,Tesco Harlesden Superstore is a large format store likely to have substantial bakery provision.,,,GROCER_BAKERY
3 Stadium Retail Park,Wembley Park Drive,Wembley,,Lidl Discount Foodstores,Retailers - supermarkets/hypermarkets,7840,0,,532748,25116,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA9 8TS,2025-06-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.280747,51.56125,0.0,0.0,0.0,Lidl,lidl discount foodstores,"3 Stadium Retail Park, Wembley Park Drive, Wembley, HA9 8TS",AUTO_INCLUDE,Lidl supermarket with established bakery provision,HA98TS,1,YES,Lidl stores typically feature an in-store bakery with fresh products.,,,GROCER_BAKERY
92 Walm Lane,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,533024,37431,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW2 4QY,2024-04-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.221278,51.5487,0.0,0.0,0.0,Sainsbury's,sainsbury's,"92 Walm Lane, London, NW2 4QY",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW24QY,1,YES,"""Sainsbury's"" at 92 Walm Lane, London, NW2 4QY is a Sainsbury's Local that explicitly lists ""Bakery"" as a customer facility.",,,GROCER_BAKERY
1 Stadium Way,Wembley,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,533525,68548,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA9 0FE,2024-04-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.284176,51.556777,0.0,0.0,0.0,Tesco,tesco,"1 Stadium Way, Wembley, HA9 0FE",NEEDS_CHECK,Tesco store format unclear from FHRS record,HA90FE,1,YES,The Tesco Wembley Stadium Express store explicitly mentions having a bakery.,,,GROCER_BAKERY
Morrisons,Honeypot Lane,London,,Morrisons:-Cafe/S'market/butcher/baker/fish,Retailers - supermarkets/hypermarkets,7840,0,,533563,7015,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW9 6RN,2024-08-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.284613,51.591943,5.0,5.0,0.0,Morrisons,morrisons:-cafe/s'market/butcher/baker/fish,"Morrisons, Honeypot Lane, London, NW9 6RN",AUTO_INCLUDE,Full-format Morrisons supermarket,NW96RN,1,YES,Morrisons store details and local directories confirm an in-store bakery.,,,GROCER_BAKERY
53 Capitol Industrial Park,Capitol Way,London,,Asda,Retailers - supermarkets/hypermarkets,7840,0,,533605,7246,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW9 0AS,2026-07-14T00:00:00,fhrs_5_en-gb,5,,FHRS,,,5.0,5.0,5.0,Asda,asda,"53 Capitol Industrial Park, Capitol Way, London, NW9 0AS",NEEDS_CHECK,Asda store format unclear from FHRS record,NW90AS,1,YES,"Asda Colindale Superstore lists ""Bakery"" as one of its store services.",,,GROCER_BAKERY
Tesco,Great Central Way,London,,Tesco Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,533762,8527,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW10 0TL,2024-07-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.255449,51.553916,5.0,0.0,0.0,Tesco,tesco supermarket,"Tesco, Great Central Way, London, NW10 0TL",AUTO_INCLUDE,Large Tesco supermarket format,NW100TL,1,YES,Tesco Extra stores typically have a substantial bakery counter.,,,GROCER_BAKERY
360 Ealing Road,Wembley,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,533814,8782,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA0 1PF,2024-04-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.303414,51.538694,0.0,0.0,0.0,Sainsbury's,sainsbury's,"360 Ealing Road, Wembley, HA0 1PF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,HA01PF,1,YES,"Sainsbury's at 360 Ealing Road, Wembley, HA0 1PF, explicitly lists a ""Bakery"" in its ""Food to Go"" section on its official store locator and other business listings.",,,GROCER_BAKERY
399 Edgware Road,Kingsbury,London,,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,858154,87309,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW9 0FH,2024-08-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2595171,51.5933473,0.0,5.0,0.0,Morrisons,morrisons,"399 Edgware Road, Kingsbury, London, NW9 0FH",AUTO_INCLUDE,Full-format Morrisons supermarket,NW90FH,1,YES,Insufficient evidence to confirm substantial bakery provision for this specific Morrisons.,YES,Substantially sized supermarket and evidence of bakery area,GROCER_BAKERY
31 Salusbury Road,London,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,894437,87593,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,NW6 6BF,2024-10-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2037881,51.5337057,0.0,0.0,0.0,M&S,marks & spencer,"31 Salusbury Road, London, NW6 6BF",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,NW66BF,1,YES,"The M&S Foodhall at this address explicitly lists a ""Bakery"" department.",,,GROCER_BAKERY
357 High Road,Wembley,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1359457,100102,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA9 6EW,2025-09-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.289000988006592,51.5535278320313,0.0,0.0,0.0,Sainsbury's,sainsbury's,"357 High Road, Wembley, HA9 6EW",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,HA96EW,1,YES,"Sainsbury's Local at 349-357 High Road, Wembley, HA9 6EW, lists ""Bakery"" as a product/service.",,,GROCER_BAKERY
Lidl Great Britain Ltd,199 Ealing Road,Wembley,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1596909,104166,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,False,,HA0 4GP,2025-12-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2993293,51.5401737,0.0,5.0,5.0,Lidl,lidl,"Lidl Great Britain Ltd, 199 Ealing Road, Wembley, HA0 4GP",AUTO_INCLUDE,Lidl supermarket with established bakery provision,HA04GP,1,YES,Official Lidl store page confirms an in-store bakery.,,,GROCER_BAKERY
Tesco Stores Ltd Croydon Road,,Beckenham,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,357197,00000/0000/0/963,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR3 4AA,2026-05-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0502447,51.3965498,5.0,5.0,5.0,Tesco,tesco,"Tesco Stores Ltd Croydon Road, Beckenham, BR3 4AA",NEEDS_CHECK,Tesco store format unclear from FHRS record,BR34AA,1,YES,"Tesco Superstore Beckenham Elmers End at Croydon Road, BR3 4AA is a large format store likely to have substantial bakery provision.",,,GROCER_BAKERY
185 High Street,,Beckenham,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,357234,00000/0000/1/677,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR3 1AH,2025-07-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0302694,51.4064317,0.0,0.0,0.0,Sainsbury's,sainsbury's,"185 High Street, Beckenham, BR3 1AH",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR31AH,1,YES,"Sainsbury's Beckenham at 185 High Street, BR3 1AH is a Superstore, indicating substantial bakery provision.",,,GROCER_BAKERY
Waitrose Ltd 1 Southend Road,,Beckenham,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,357296,00000/0000/2/625,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR3 1SD,2026-02-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0260498,51.4115947,0.0,5.0,5.0,Waitrose,waitrose,"Waitrose Ltd 1 Southend Road, Beckenham, BR3 1SD",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,BR31SD,1,YES,"Waitrose Ltd at 1 Southend Road, Beckenham, BR3 1SD is a Waitrose supermarket, and its official store page and Deliveroo listing confirm bakery provision.",,,GROCER_BAKERY
76 - 82 Station Road,,West Wickham,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,357301,00000/0000/2/727,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR4 0PU,2025-07-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0150287,51.3768407,0.0,0.0,0.0,Sainsbury's,sainsbury's,"76 - 82 Station Road, West Wickham, BR4 0PU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR40PU,1,YES,Sainsbury's store locator lists a bakery.,,,GROCER_BAKERY
Marks And Spencer 123 - 131 High Street,,Bromley,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,357433,00000/0000/5/338,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR1 1JL,2025-12-15T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0154199,51.4040185,5.0,5.0,0.0,M&S,marks & spencer,"Marks And Spencer 123 - 131 High Street, Bromley, BR1 1JL",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,BR11JL,1,YES,M&S official store information lists a bakery department.,,,GROCER_BAKERY
Waitrose 45 Masons Hill,,Bromley,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,357480,00000/0000/6/193,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR2 9HD,2024-09-23T00:00:00,fhrs_4_en-gb,4,,FHRS,0.0193495,51.398897,5.0,10.0,0.0,Waitrose,waitrose,"Waitrose 45 Masons Hill, Bromley, BR2 9HD",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,BR29HD,1,YES,Waitrose is described as having fresh produce and bakery picks.,,,GROCER_BAKERY
J Sainsbury Plc Walters Yard,,Bromley,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,357560,00000/0000/7/708,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR1 1TP,2025-06-23T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0136393,51.4066631,0.0,5.0,0.0,Sainsbury's,sainsbury's,"J Sainsbury Plc Walters Yard, Bromley, BR1 1TP",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR11TP,1,YES,Sainsbury's store locator lists a bakery.,,,GROCER_BAKERY
J Sainsbury 73 High Street,,Chislehurst,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,357621,00000/0000/8/793,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR7 5AG,2025-06-17T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0664648,51.4187596,0.0,5.0,5.0,Sainsbury's,sainsbury's,"J Sainsbury 73 High Street, Chislehurst, BR7 5AG",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR75AG,1,YES,Sainsbury's store locator lists a bakery.,,,GROCER_BAKERY
Tesco Stores Ltd Edgington Way,,Sidcup,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,357683,00000/0000/9/635,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,DA14 5BN,2023-07-24T00:00:00,fhrs_5_en-gb,5,,FHRS,0.1228461,51.4125624,0.0,0.0,0.0,Tesco,tesco,"Tesco Stores Ltd Edgington Way, Sidcup, DA14 5BN",NEEDS_CHECK,Tesco store format unclear from FHRS record,DA145BN,1,YES,Tesco Superstore format typically includes a bakery.,,,GROCER_BAKERY
11 High Street,Green Street Green,Orpington,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,357766,00000/0001/1/334,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR6 6BG,2025-09-23T00:00:00,fhrs_5_en-gb,5,,FHRS,0.090055,51.354051,0.0,0.0,0.0,Waitrose,waitrose,"11 High Street, Green Street Green, Orpington, BR6 6BG",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,BR66BG,1,YES,Waitrose is a supermarket format likely to have substantial bakery provision.,,,GROCER_BAKERY
J Sainsbury Plc Pallant Way,,Orpington,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,357856,00000/0001/2/844,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR6 8NZ,2025-07-21T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0552297,51.3660708,5.0,5.0,0.0,Sainsbury's,sainsbury's,"J Sainsbury Plc Pallant Way, Orpington, BR6 8NZ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR68NZ,1,YES,Sainsbury's store locator lists a bakery.,,,GROCER_BAKERY
Morrisons 70 Queensway,Petts Wood,Orpington,,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,357866,00000/0001/3/069,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR5 1DH,2025-07-24T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0741653,51.3880572,0.0,0.0,0.0,Morrisons,morrisons,"Morrisons 70 Queensway, Petts Wood, Orpington, BR5 1DH",AUTO_INCLUDE,Full-format Morrisons supermarket,BR51DH,1,YES,Morrisons store locator lists an in-store bakery.,,,GROCER_BAKERY
158 - 162 High Street,Penge,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,358081,00000/0002/1/897,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,SE20 7QS,2025-04-23T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.050558,51.412402,5.0,10.0,5.0,Sainsbury's,sainsbury's,"158 - 162 High Street, Penge, London, SE20 7QS",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE207QS,1,YES,Sainsbury's store locator lists a bakery.,,,GROCER_BAKERY
100 High Street,,West Wickham,,Marks & Spencer Simply Foods,Retailers - supermarkets/hypermarkets,7840,0,,358287,04/00022/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR4 0NF,2024-05-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.01915194,51.37670143,0.0,0.0,0.0,M&S,marks & spencer simply foods,"100 High Street, West Wickham, BR4 0NF",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,BR40NF,1,YES,M&S Simply Food lists a bakery department and offers baked goods.,,,GROCER_BAKERY
168 Main Road,,Biggin Hill,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,358339,06/00009/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,TN16 3BB,2025-09-23T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0367679,51.3090169,0.0,0.0,0.0,Waitrose,waitrose,"168 Main Road, Biggin Hill, TN16 3BB",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,TN163BB,1,YES,Waitrose Biggin Hill has a dedicated bakery department.,,,GROCER_BAKERY
143 High Street,,West Wickham,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,358365,06/00171/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR4 0LU,2025-07-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0215922,51.3769157,0.0,0.0,0.0,Sainsbury's,sainsbury's,"143 High Street, West Wickham, BR4 0LU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR40LU,1,YES,Sainsbury's West Wickham lists a bakery department and a pizza counter.,,,GROCER_BAKERY
Unit 3 Nugent Shopping Park Cray Avenue,,Orpington,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,358417,08/00018/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR5 3RP,2024-10-09T00:00:00,fhrs_5_en-gb,5,,FHRS,0.1126963,51.3929616,0.0,5.0,0.0,M&S,marks & spencer,"Unit 3 Nugent Shopping Park Cray Avenue, Orpington, BR5 3RP",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,BR53RP,1,YES,M&S Orpington at Nugent Shopping Park has a new in-store bakery and coffee counter.,,,GROCER_BAKERY
Tesco Homesdale Road,,Bromley,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,358424,08/00048/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR1 2UE,2023-07-26T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,Tesco,tesco,"Tesco Homesdale Road, Bromley, BR1 2UE",NEEDS_CHECK,Tesco store format unclear from FHRS record,BR12UE,1,YES,Tesco Bromley Superstore has a bakery and offers Krispy Kreme products.,,,GROCER_BAKERY
Sainsbury's 5 - 7 Homefield Rise,,Orpington,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,358445,08/00119/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR6 0RT,2024-10-09T00:00:00,fhrs_4_en-gb,4,,FHRS,0.1006094,51.3757605,0.0,10.0,5.0,Sainsbury's,sainsbury's,"Sainsbury's 5 - 7 Homefield Rise, Orpington, BR6 0RT",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,BR60RT,1,YES,"No specific information about bakery provision for Sainsbury's 5 - 7 Homefield Rise, Orpington was found.",YES,There is evidence on the website of this store of a bakery existing,GROCER_BAKERY
Tesco Stores 9 Augustus Lane,,Orpington,,Tesco Extra,Retailers - supermarkets/hypermarkets,7840,0,,358489,09/00107/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR6 0NH,2026-01-26T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0968366,51.3740115,0.0,0.0,0.0,Tesco,tesco extra,"Tesco Stores 9 Augustus Lane, Orpington, BR6 0NH",AUTO_INCLUDE,Large Tesco supermarket format,BR60NH,1,YES,Tesco's official store page confirms a bakery counter.,,,GROCER_BAKERY
Lidl 330 Crofton Road,,Orpington,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,445151,12/00247/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR6 8NW,2024-09-19T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0559944,51.3680718,0.0,5.0,0.0,Lidl,lidl,"Lidl 330 Crofton Road, Orpington, BR6 8NW",AUTO_INCLUDE,Lidl supermarket with established bakery provision,BR68NW,1,YES,Lidl's official store page mentions freshly baked products.,,,GROCER_BAKERY
2A Glebe Way,,West Wickham,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,940538,16/00264/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR4 0RJ,2026-01-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.013868,51.3754362,0.0,0.0,0.0,Lidl,lidl,"2A Glebe Way, West Wickham, BR4 0RJ",AUTO_INCLUDE,Lidl supermarket with established bakery provision,BR40RJ,1,YES,Insufficient information to confirm substantial bakery provision.,YES,Image evidence of bakery provision,GROCER_BAKERY
Ground Floor 124 - 126 High Street,,Bromley,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1094617,18/00444/MIXED,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,False,,BR1 1EZ,2024-01-11T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0144884,51.4040885,5.0,5.0,5.0,Lidl,lidl,"Ground Floor 124 - 126 High Street, Bromley, BR1 1EZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision,BR11EZ,1,YES,Insufficient information to confirm substantial bakery provision.,YES,Image evidence of bakery provision,GROCER_BAKERY
